Country;TotalCases;NewCases;TotalDeaths;NewDeaths;TotalRecovered;ActiveCases;last_updated
Puerto Rico;17;3;NA;NA;NA;17;2020-03-21T18:09:00Z
Rwanda;17;NA;NA;NA;NA;17;2020-03-21T18:09:00Z
Togo;16;7;NA;NA;NA;16;2020-03-21T18:09:00Z
French Polynesia;15;4;NA;NA;NA;15;2020-03-21T18:09:00Z
Guam;15;1;NA;NA;NA;15;2020-03-21T18:09:00Z
Mauritius;14;2;1;1;NA;13;2020-03-21T18:09:00Z
Channel Islands;14;2;NA;NA;NA;14;2020-03-21T18:09:00Z
Ivory Coast;14;5;NA;NA;1;13;2020-03-21T18:09:00Z
Kyrgyzstan;14;8;NA;NA;NA;14;2020-03-21T18:09:00Z
Montenegro;14;NA;NA;NA;NA;14;2020-03-21T18:09:00Z
Maldives;13;NA;NA;NA;3;10;2020-03-21T18:09:00Z
Monaco;11;NA;NA;NA;NA;11;2020-03-21T18:09:00Z
Gibraltar;10;NA;NA;NA;2;8;2020-03-21T18:09:00Z
Mongolia;10;4;NA;NA;NA;10;2020-03-21T18:09:00Z
Ethiopia;9;NA;NA;NA;NA;9;2020-03-21T18:09:00Z
Kenya;7;NA;NA;NA;NA;7;2020-03-21T18:09:00Z
Mayotte;7;NA;NA;NA;NA;7;2020-03-21T18:09:00Z
Seychelles;7;NA;NA;NA;NA;7;2020-03-21T18:09:00Z
Barbados;6;NA;NA;NA;NA;6;2020-03-21T18:09:00Z
Equatorial Guinea;6;NA;NA;NA;NA;6;2020-03-21T18:09:00Z
Tanzania;6;NA;NA;NA;NA;6;2020-03-21T18:09:00Z
U.S. Virgin Islands;6;3;NA;NA;NA;6;2020-03-21T18:09:00Z
Guyana;5;NA;1;NA;NA;4;2020-03-21T18:09:00Z
Aruba;5;NA;NA;NA;1;4;2020-03-21T18:09:00Z
Gabon;4;NA;1;NA;NA;3;2020-03-21T18:09:00Z
Bahamas;4;NA;NA;NA;NA;4;2020-03-21T18:09:00Z
New Caledonia;4;2;NA;NA;NA;4;2020-03-21T18:09:00Z
Saint Martin;4;NA;NA;NA;NA;4;2020-03-21T18:09:00Z
Suriname;4;NA;NA;NA;NA;4;2020-03-21T18:09:00Z
Cayman Islands;3;NA;1;NA;NA;2;2020-03-21T18:09:00Z
Curaçao;3;NA;1;NA;NA;2;2020-03-21T18:09:00Z
Cabo Verde;3;2;NA;NA;NA;3;2020-03-21T18:09:00Z
CAR;3;NA;NA;NA;NA;3;2020-03-21T18:09:00Z
Congo;3;NA;NA;NA;NA;3;2020-03-21T18:09:00Z
El Salvador;3;2;NA;NA;NA;3;2020-03-21T18:09:00Z
Liberia;3;1;NA;NA;NA;3;2020-03-21T18:09:00Z
Madagascar;3;NA;NA;NA;NA;3;2020-03-21T18:09:00Z
Namibia;3;NA;NA;NA;NA;3;2020-03-21T18:09:00Z
St. Barth;3;NA;NA;NA;NA;3;2020-03-21T18:09:00Z
Zimbabwe;3;2;NA;NA;NA;3;2020-03-21T18:09:00Z
Sudan;2;NA;1;NA;NA;1;2020-03-21T18:09:00Z
Angola;2;1;NA;NA;NA;2;2020-03-21T18:09:00Z
Benin;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Bermuda;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Bhutan;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Fiji;2;1;NA;NA;NA;2;2020-03-21T18:09:00Z
Greenland;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Guinea;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Haiti;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Isle of Man;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Mauritania;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Nicaragua;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Saint Lucia;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Zambia;2;NA;NA;NA;NA;2;2020-03-21T18:09:00Z
Nepal;1;NA;NA;NA;1;0;2020-03-21T18:09:00Z
Antigua and Barbuda;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Chad;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Djibouti;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Gambia;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Vatican City;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Montserrat;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Niger;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Papua New Guinea;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
St. Vincent Grenadines;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Sint Maarten;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Somalia;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Eswatini;1;NA;NA;NA;NA;1;2020-03-21T18:09:00Z
Timor-Leste;1;1;NA;NA;NA;1;2020-03-21T18:09:00Z
China;81008;41;3255;7;71740;6013;2020-03-21T19:08:00Z
Italy;53578;NA;4825;793;6072;42681;2020-03-21T19:08:00Z
Spain;25374;NA;1378;285;2125;21871;2020-03-21T19:08:00Z
USA;24116;NA;288;32;171;23657;2020-03-21T19:08:00Z
Germany;22084;NA;83;15;209;21792;2020-03-21T19:08:00Z
Iran;20610;966;1556;123;7635;11419;2020-03-21T19:08:00Z
France;14459;NA;562;112;1587;12310;2020-03-21T19:08:00Z
S. Korea;8799;147;102;8;2612;6085;2020-03-21T19:08:00Z
Switzerland;6489;874;74;18;15;6400;2020-03-21T19:08:00Z
UK;5018;NA;233;56;65;4720;2020-03-21T19:08:00Z
Netherlands;3631;637;136;30;2;3493;2020-03-21T19:08:00Z
Austria;2847;198;8;2;9;2830;2020-03-21T19:08:00Z
Belgium;2815;558;67;30;263;2485;2020-03-21T19:08:00Z
Norway;2128;169;7;NA;1;2120;2020-03-21T19:08:00Z
Sweden;1764;125;20;4;16;1728;2020-03-21T19:08:00Z
Denmark;1326;71;13;4;1;1312;2020-03-21T19:08:00Z
Portugal;1280;260;12;6;5;1263;2020-03-21T19:08:00Z
Malaysia;1183;153;8;5;114;1061;2020-03-21T19:08:00Z
Canada;1145;58;13;1;14;1118;2020-03-21T19:08:00Z
Australia;1072;144;7;NA;46;1019;2020-03-21T19:08:00Z
Japan;1046;39;36;1;215;795;2020-03-21T19:08:00Z
Brazil;1021;51;18;7;2;1001;2020-03-21T19:08:00Z
Czechia;995;162;NA;NA;6;989;2020-03-21T19:08:00Z
Israel;883;178;1;NA;36;846;2020-03-21T19:08:00Z
Ireland;785;102;3;NA;5;777;2020-03-21T19:08:00Z
Pakistan;734;233;3;NA;13;718;2020-03-21T19:08:00Z
Diamond Princess;712;NA;8;NA;567;137;2020-03-21T19:08:00Z
Turkey;670;NA;9;NA;NA;661;2020-03-21T19:08:00Z
Luxembourg;670;186;8;3;6;656;2020-03-21T19:08:00Z
Chile;537;103;NA;NA;8;529;2020-03-21T19:08:00Z
Greece;530;35;13;3;19;498;2020-03-21T19:08:00Z
Finland;523;73;1;1;10;512;2020-03-21T19:08:00Z
Ecuador;506;80;7;NA;3;496;2020-03-21T19:08:00Z
Poland;492;67;5;NA;13;474;2020-03-21T19:08:00Z
Qatar;481;11;NA;NA;27;454;2020-03-21T19:08:00Z
Iceland;473;64;1;1;5;467;2020-03-21T19:08:00Z
Indonesia;450;81;38;6;20;392;2020-03-21T19:08:00Z
Singapore;432;47;2;2;140;290;2020-03-21T19:08:00Z
Thailand;411;89;1;NA;44;366;2020-03-21T19:08:00Z
Saudi Arabia;392;48;NA;NA;16;376;2020-03-21T19:08:00Z
Slovenia;383;42;1;NA;NA;382;2020-03-21T19:08:00Z
Romania;367;59;NA;NA;52;315;2020-03-21T19:08:00Z
India;332;83;5;NA;23;304;2020-03-21T19:08:00Z
Bahrain;310;12;1;NA;125;184;2020-03-21T19:08:00Z
Philippines;307;77;19;1;13;275;2020-03-21T19:08:00Z
Russia;306;53;1;NA;16;289;2020-03-21T19:08:00Z
Estonia;306;23;NA;NA;2;304;2020-03-21T19:08:00Z
Egypt;285;NA;8;NA;42;235;2020-03-21T19:08:00Z
Hong Kong;273;17;4;NA;98;171;2020-03-21T19:08:00Z
Peru;263;NA;4;NA;1;258;2020-03-21T19:08:00Z
South Africa;240;38;NA;NA;2;238;2020-03-21T19:08:00Z
Lebanon;230;53;4;NA;8;218;2020-03-21T19:08:00Z
Iraq;214;6;17;NA;51;146;2020-03-21T19:08:00Z
Croatia;206;76;1;NA;5;200;2020-03-21T19:08:00Z
Mexico;203;39;2;1;4;197;2020-03-21T19:08:00Z
Panama;200;NA;1;NA;1;198;2020-03-21T19:08:00Z
Colombia;196;51;NA;NA;1;195;2020-03-21T19:08:00Z
Slovakia;178;41;NA;NA;7;171;2020-03-21T19:08:00Z
Kuwait;176;17;NA;NA;27;149;2020-03-21T19:08:00Z
Serbia;171;36;1;NA;2;168;2020-03-21T19:08:00Z
Bulgaria;163;36;3;NA;3;157;2020-03-21T19:08:00Z
Armenia;160;24;NA;NA;1;159;2020-03-21T19:08:00Z
Argentina;158;NA;4;1;3;151;2020-03-21T19:08:00Z
Taiwan;153;18;2;NA;28;123;2020-03-21T19:08:00Z
UAE;153;13;2;NA;38;113;2020-03-21T19:08:00Z
San Marino;151;NA;20;6;4;127;2020-03-21T19:08:00Z
Algeria;139;45;15;4;65;59;2020-03-21T19:08:00Z
Latvia;124;13;NA;NA;1;123;2020-03-21T19:08:00Z
Costa Rica;113;NA;2;NA;2;109;2020-03-21T19:08:00Z
Dominican Republic;112;40;3;1;NA;109;2020-03-21T19:08:00Z
Uruguay;110;NA;NA;NA;NA;110;2020-03-21T19:08:00Z
Hungary;103;18;4;NA;7;92;2020-03-21T19:08:00Z
Vietnam;94;3;NA;NA;17;77;2020-03-21T19:08:00Z
Bosnia and Herzegovina;93;4;1;1;2;90;2020-03-21T19:08:00Z
Faeroe Islands;92;12;NA;NA;3;89;2020-03-21T19:08:00Z
Andorra;88;13;NA;NA;1;87;2020-03-21T19:08:00Z
Morocco;86;NA;3;NA;2;81;2020-03-21T19:08:00Z
Jordan;85;NA;NA;NA;1;84;2020-03-21T19:08:00Z
North Macedonia;85;9;NA;NA;1;84;2020-03-21T19:08:00Z
Cyprus;84;9;NA;NA;NA;84;2020-03-21T19:08:00Z
Lithuania;83;14;1;NA;1;81;2020-03-21T19:08:00Z
Brunei;83;5;NA;NA;1;82;2020-03-21T19:08:00Z
Moldova;80;14;1;NA;1;78;2020-03-21T19:08:00Z
Sri Lanka;77;4;NA;NA;3;74;2020-03-21T19:08:00Z
Albania;76;6;2;NA;2;72;2020-03-21T19:08:00Z
Belarus;76;7;NA;NA;15;61;2020-03-21T19:08:00Z
Malta;73;9;NA;NA;2;71;2020-03-21T19:08:00Z
Venezuela;65;NA;NA;NA;1;64;2020-03-21T19:08:00Z
Burkina Faso;64;24;3;2;5;56;2020-03-21T19:08:00Z
Tunisia;60;6;1;NA;1;58;2020-03-21T19:08:00Z
Azerbaijan;53;9;1;NA;11;41;2020-03-21T19:08:00Z
Cambodia;53;2;NA;NA;2;51;2020-03-21T19:08:00Z
Kazakhstan;53;1;NA;NA;NA;53;2020-03-21T19:08:00Z
New Zealand;52;NA;NA;NA;NA;52;2020-03-21T19:08:00Z
Oman;52;4;NA;NA;13;39;2020-03-21T19:08:00Z
Palestine;52;4;NA;NA;17;35;2020-03-21T19:08:00Z
Guadeloupe;51;NA;1;NA;NA;50;2020-03-21T19:08:00Z
Georgia;49;5;NA;NA;1;48;2020-03-21T19:08:00Z
Trinidad and Tobago;49;40;NA;NA;NA;49;2020-03-21T19:08:00Z
Senegal;47;NA;NA;NA;5;42;2020-03-21T19:08:00Z
Réunion;45;7;NA;NA;NA;45;2020-03-21T19:08:00Z
Ukraine;41;NA;3;NA;1;37;2020-03-21T19:08:00Z
Uzbekistan;41;8;NA;NA;NA;41;2020-03-21T19:08:00Z
Liechtenstein;37;9;NA;NA;NA;37;2020-03-21T19:08:00Z
Martinique;32;NA;1;NA;NA;31;2020-03-21T19:08:00Z
Cameroon;27;NA;NA;NA;2;25;2020-03-21T19:08:00Z
Bangladesh;24;4;2;1;3;19;2020-03-21T19:08:00Z
Afghanistan;24;NA;NA;NA;1;23;2020-03-21T19:08:00Z
Honduras;24;NA;NA;NA;NA;24;2020-03-21T19:08:00Z
DRC;23;5;NA;NA;NA;23;2020-03-21T19:08:00Z
Nigeria;22;10;NA;NA;1;21;2020-03-21T19:08:00Z
Cuba;21;NA;1;NA;NA;20;2020-03-21T19:08:00Z
Jamaica;19;NA;1;NA;2;16;2020-03-21T19:08:00Z
Bolivia;19;3;NA;NA;NA;19;2020-03-21T19:08:00Z
Ghana;19;3;NA;NA;NA;19;2020-03-21T19:08:00Z
Paraguay;18;NA;1;1;NA;17;2020-03-21T19:08:00Z
Macao;18;1;NA;NA;10;8;2020-03-21T19:08:00Z
French Guiana;18;3;NA;NA;NA;18;2020-03-21T19:08:00Z
Guatemala;17;5;1;NA;NA;16;2020-03-21T19:08:00Z
Puerto Rico;17;3;NA;NA;NA;17;2020-03-21T19:08:00Z
Rwanda;17;NA;NA;NA;NA;17;2020-03-21T19:08:00Z
Togo;16;7;NA;NA;NA;16;2020-03-21T19:08:00Z
French Polynesia;15;4;NA;NA;NA;15;2020-03-21T19:08:00Z
Guam;15;1;NA;NA;NA;15;2020-03-21T19:08:00Z
Mauritius;14;2;1;1;NA;13;2020-03-21T19:08:00Z
Channel Islands;14;2;NA;NA;NA;14;2020-03-21T19:08:00Z
Ivory Coast;14;5;NA;NA;1;13;2020-03-21T19:08:00Z
Kyrgyzstan;14;8;NA;NA;NA;14;2020-03-21T19:08:00Z
Montenegro;14;NA;NA;NA;NA;14;2020-03-21T19:08:00Z
Maldives;13;NA;NA;NA;3;10;2020-03-21T19:08:00Z
Monaco;11;NA;NA;NA;NA;11;2020-03-21T19:08:00Z
Gibraltar;10;NA;NA;NA;2;8;2020-03-21T19:08:00Z
Mongolia;10;4;NA;NA;NA;10;2020-03-21T19:08:00Z
Ethiopia;9;NA;NA;NA;NA;9;2020-03-21T19:08:00Z
Kenya;7;NA;NA;NA;NA;7;2020-03-21T19:08:00Z
Mayotte;7;NA;NA;NA;NA;7;2020-03-21T19:08:00Z
Seychelles;7;NA;NA;NA;NA;7;2020-03-21T19:08:00Z
Barbados;6;NA;NA;NA;NA;6;2020-03-21T19:08:00Z
Equatorial Guinea;6;NA;NA;NA;NA;6;2020-03-21T19:08:00Z
Tanzania;6;NA;NA;NA;NA;6;2020-03-21T19:08:00Z
U.S. Virgin Islands;6;3;NA;NA;NA;6;2020-03-21T19:08:00Z
Guyana;5;NA;1;NA;NA;4;2020-03-21T19:08:00Z
Aruba;5;NA;NA;NA;1;4;2020-03-21T19:08:00Z
Gabon;4;NA;1;NA;NA;3;2020-03-21T19:08:00Z
Bahamas;4;NA;NA;NA;NA;4;2020-03-21T19:08:00Z
New Caledonia;4;2;NA;NA;NA;4;2020-03-21T19:08:00Z
Saint Martin;4;NA;NA;NA;NA;4;2020-03-21T19:08:00Z
Suriname;4;NA;NA;NA;NA;4;2020-03-21T19:08:00Z
Cayman Islands;3;NA;1;NA;NA;2;2020-03-21T19:08:00Z
Curaçao;3;NA;1;NA;NA;2;2020-03-21T19:08:00Z
Cabo Verde;3;2;NA;NA;NA;3;2020-03-21T19:08:00Z
CAR;3;NA;NA;NA;NA;3;2020-03-21T19:08:00Z
Congo;3;NA;NA;NA;NA;3;2020-03-21T19:08:00Z
El Salvador;3;2;NA;NA;NA;3;2020-03-21T19:08:00Z
Liberia;3;1;NA;NA;NA;3;2020-03-21T19:08:00Z
Madagascar;3;NA;NA;NA;NA;3;2020-03-21T19:08:00Z
Namibia;3;NA;NA;NA;NA;3;2020-03-21T19:08:00Z
St. Barth;3;NA;NA;NA;NA;3;2020-03-21T19:08:00Z
Zimbabwe;3;2;NA;NA;NA;3;2020-03-21T19:08:00Z
Sudan;2;NA;1;NA;NA;1;2020-03-21T19:08:00Z
Angola;2;1;NA;NA;NA;2;2020-03-21T19:08:00Z
Benin;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Bermuda;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Bhutan;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Fiji;2;1;NA;NA;NA;2;2020-03-21T19:08:00Z
Greenland;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Guinea;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Haiti;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Isle of Man;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Mauritania;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Nicaragua;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Saint Lucia;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Zambia;2;NA;NA;NA;NA;2;2020-03-21T19:08:00Z
Nepal;1;NA;NA;NA;1;0;2020-03-21T19:08:00Z
Antigua and Barbuda;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Chad;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Djibouti;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Eritrea;1;1;NA;NA;NA;1;2020-03-21T19:08:00Z
Gambia;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Vatican City;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Montserrat;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Niger;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Papua New Guinea;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
St. Vincent Grenadines;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Sint Maarten;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Somalia;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Eswatini;1;NA;NA;NA;NA;1;2020-03-21T19:08:00Z
Timor-Leste;1;1;NA;NA;NA;1;2020-03-21T19:08:00Z
China;81008;41;3255;7;71740;6013;2020-03-21T20:05:00Z
Italy;53578;NA;4825;793;6072;42681;2020-03-21T20:05:00Z
Spain;25374;NA;1378;285;2125;21871;2020-03-21T20:05:00Z
USA;24142;NA;288;32;171;23683;2020-03-21T20:05:00Z
Germany;22213;NA;84;16;209;21920;2020-03-21T20:05:00Z
Iran;20610;966;1556;123;7635;11419;2020-03-21T20:05:00Z
France;14459;NA;562;112;1587;12310;2020-03-21T20:05:00Z
S. Korea;8799;147;102;8;2612;6085;2020-03-21T20:05:00Z
Switzerland;6665;NA;75;19;15;6575;2020-03-21T20:05:00Z
UK;5018;NA;233;56;93;4692;2020-03-21T20:05:00Z
Netherlands;3631;637;136;30;2;3493;2020-03-21T20:05:00Z
Austria;2948;299;8;2;9;2931;2020-03-21T20:05:00Z
Belgium;2815;558;67;30;263;2485;2020-03-21T20:05:00Z
Norway;2142;183;7;NA;6;2129;2020-03-21T20:05:00Z
Sweden;1764;125;20;4;16;1728;2020-03-21T20:05:00Z
Denmark;1326;71;13;4;1;1312;2020-03-21T20:05:00Z
Portugal;1280;260;12;6;5;1263;2020-03-21T20:05:00Z
Canada;1205;118;18;6;14;1173;2020-03-21T20:05:00Z
Malaysia;1183;153;8;5;114;1061;2020-03-21T20:05:00Z
Australia;1072;144;7;NA;46;1019;2020-03-21T20:05:00Z
Japan;1046;39;36;1;215;795;2020-03-21T20:05:00Z
Brazil;1028;58;18;7;2;1008;2020-03-21T20:05:00Z
Czechia;995;162;NA;NA;6;989;2020-03-21T20:05:00Z
Turkey;947;277;21;12;NA;926;2020-03-21T20:05:00Z
Israel;883;178;1;NA;36;846;2020-03-21T20:05:00Z
Ireland;785;102;3;NA;5;777;2020-03-21T20:05:00Z
Pakistan;734;233;3;NA;13;718;2020-03-21T20:05:00Z
Diamond Princess;712;NA;8;NA;567;137;2020-03-21T20:05:00Z
Luxembourg;670;186;8;3;6;656;2020-03-21T20:05:00Z
Chile;537;103;NA;NA;8;529;2020-03-21T20:05:00Z
Poland;536;111;5;NA;13;518;2020-03-21T20:05:00Z
Greece;530;35;13;3;19;498;2020-03-21T20:05:00Z
Finland;523;73;1;1;10;512;2020-03-21T20:05:00Z
Ecuador;506;80;7;NA;3;496;2020-03-21T20:05:00Z
Qatar;481;11;NA;NA;27;454;2020-03-21T20:05:00Z
Iceland;473;64;1;1;5;467;2020-03-21T20:05:00Z
Indonesia;450;81;38;6;20;392;2020-03-21T20:05:00Z
Singapore;432;47;2;2;140;290;2020-03-21T20:05:00Z
Thailand;411;89;1;NA;44;366;2020-03-21T20:05:00Z
Saudi Arabia;392;48;NA;NA;16;376;2020-03-21T20:05:00Z
Slovenia;383;42;1;NA;NA;382;2020-03-21T20:05:00Z
Romania;367;59;NA;NA;52;315;2020-03-21T20:05:00Z
India;332;83;5;NA;23;304;2020-03-21T20:05:00Z
Peru;318;55;5;1;1;312;2020-03-21T20:05:00Z
Bahrain;310;12;1;NA;125;184;2020-03-21T20:05:00Z
Philippines;307;77;19;1;13;275;2020-03-21T20:05:00Z
Russia;306;53;1;NA;16;289;2020-03-21T20:05:00Z
Estonia;306;23;NA;NA;2;304;2020-03-21T20:05:00Z
Egypt;294;9;10;2;42;242;2020-03-21T20:05:00Z
Hong Kong;273;17;4;NA;98;171;2020-03-21T20:05:00Z
South Africa;240;38;NA;NA;2;238;2020-03-21T20:05:00Z
Lebanon;230;53;4;NA;8;218;2020-03-21T20:05:00Z
Iraq;214;6;17;NA;51;146;2020-03-21T20:05:00Z
Croatia;206;76;1;NA;5;200;2020-03-21T20:05:00Z
Mexico;203;39;2;1;4;197;2020-03-21T20:05:00Z
Panama;200;NA;1;NA;1;198;2020-03-21T20:05:00Z
Colombia;196;51;NA;NA;1;195;2020-03-21T20:05:00Z
Slovakia;178;41;NA;NA;7;171;2020-03-21T20:05:00Z
Kuwait;176;17;NA;NA;27;149;2020-03-21T20:05:00Z
Serbia;171;36;1;NA;2;168;2020-03-21T20:05:00Z
Bulgaria;163;36;3;NA;3;157;2020-03-21T20:05:00Z
Armenia;160;24;NA;NA;1;159;2020-03-21T20:05:00Z
Argentina;158;NA;4;1;3;151;2020-03-21T20:05:00Z
Taiwan;153;18;2;NA;28;123;2020-03-21T20:05:00Z
UAE;153;13;2;NA;38;113;2020-03-21T20:05:00Z
San Marino;151;NA;20;6;4;127;2020-03-21T20:05:00Z
Algeria;139;45;15;4;65;59;2020-03-21T20:05:00Z
Latvia;124;13;NA;NA;1;123;2020-03-21T20:05:00Z
Costa Rica;117;4;2;NA;2;113;2020-03-21T20:05:00Z
Dominican Republic;112;40;3;1;NA;109;2020-03-21T20:05:00Z
Uruguay;110;NA;NA;NA;NA;110;2020-03-21T20:05:00Z
Hungary;103;18;4;NA;7;92;2020-03-21T20:05:00Z
Lithuania;99;30;1;NA;1;97;2020-03-21T20:05:00Z
Jordan;99;15;NA;NA;1;98;2020-03-21T20:05:00Z
Morocco;96;10;3;NA;3;90;2020-03-21T20:05:00Z
Vietnam;94;3;NA;NA;17;77;2020-03-21T20:05:00Z
Bosnia and Herzegovina;93;4;1;1;2;90;2020-03-21T20:05:00Z
Faeroe Islands;92;12;NA;NA;3;89;2020-03-21T20:05:00Z
Andorra;88;13;NA;NA;1;87;2020-03-21T20:05:00Z
North Macedonia;85;9;NA;NA;1;84;2020-03-21T20:05:00Z
Cyprus;84;9;NA;NA;NA;84;2020-03-21T20:05:00Z
Brunei;83;5;NA;NA;1;82;2020-03-21T20:05:00Z
Moldova;80;14;1;NA;1;78;2020-03-21T20:05:00Z
Sri Lanka;77;4;NA;NA;3;74;2020-03-21T20:05:00Z
Albania;76;6;2;NA;2;72;2020-03-21T20:05:00Z
Belarus;76;7;NA;NA;15;61;2020-03-21T20:05:00Z
Malta;73;9;NA;NA;2;71;2020-03-21T20:05:00Z
Venezuela;70;5;NA;NA;15;55;2020-03-21T20:05:00Z
Burkina Faso;64;24;3;2;5;56;2020-03-21T20:05:00Z
Tunisia;60;6;1;NA;1;58;2020-03-21T20:05:00Z
Azerbaijan;53;9;1;NA;11;41;2020-03-21T20:05:00Z
Cambodia;53;2;NA;NA;2;51;2020-03-21T20:05:00Z
Kazakhstan;53;1;NA;NA;NA;53;2020-03-21T20:05:00Z
New Zealand;52;NA;NA;NA;NA;52;2020-03-21T20:05:00Z
Oman;52;4;NA;NA;13;39;2020-03-21T20:05:00Z
Palestine;52;4;NA;NA;17;35;2020-03-21T20:05:00Z
Guadeloupe;51;NA;1;NA;NA;50;2020-03-21T20:05:00Z
Georgia;49;5;NA;NA;1;48;2020-03-21T20:05:00Z
Trinidad and Tobago;49;40;NA;NA;NA;49;2020-03-21T20:05:00Z
Ukraine;47;6;3;NA;1;43;2020-03-21T20:05:00Z
Senegal;47;NA;NA;NA;5;42;2020-03-21T20:05:00Z
Réunion;45;7;NA;NA;NA;45;2020-03-21T20:05:00Z
Uzbekistan;41;8;NA;NA;NA;41;2020-03-21T20:05:00Z
Liechtenstein;37;9;NA;NA;NA;37;2020-03-21T20:05:00Z
Martinique;32;NA;1;NA;NA;31;2020-03-21T20:05:00Z
Channel Islands;32;20;NA;NA;NA;32;2020-03-21T20:05:00Z
Cameroon;27;NA;NA;NA;2;25;2020-03-21T20:05:00Z
Bangladesh;24;4;2;1;3;19;2020-03-21T20:05:00Z
Afghanistan;24;NA;NA;NA;1;23;2020-03-21T20:05:00Z
Honduras;24;NA;NA;NA;NA;24;2020-03-21T20:05:00Z
DRC;23;5;NA;NA;NA;23;2020-03-21T20:05:00Z
Nigeria;22;10;NA;NA;1;21;2020-03-21T20:05:00Z
Cuba;21;NA;1;NA;NA;20;2020-03-21T20:05:00Z
Jamaica;19;NA;1;NA;2;16;2020-03-21T20:05:00Z
Bolivia;19;3;NA;NA;NA;19;2020-03-21T20:05:00Z
Ghana;19;3;NA;NA;NA;19;2020-03-21T20:05:00Z
Paraguay;18;NA;1;1;NA;17;2020-03-21T20:05:00Z
Macao;18;1;NA;NA;10;8;2020-03-21T20:05:00Z
Monaco;18;7;NA;NA;1;17;2020-03-21T20:05:00Z
French Guiana;18;3;NA;NA;NA;18;2020-03-21T20:05:00Z
Guatemala;17;5;1;NA;NA;16;2020-03-21T20:05:00Z
Puerto Rico;17;3;NA;NA;NA;17;2020-03-21T20:05:00Z
Rwanda;17;NA;NA;NA;NA;17;2020-03-21T20:05:00Z
Togo;16;7;NA;NA;NA;16;2020-03-21T20:05:00Z
French Polynesia;15;4;NA;NA;NA;15;2020-03-21T20:05:00Z
Guam;15;1;NA;NA;NA;15;2020-03-21T20:05:00Z
Mauritius;14;2;1;1;NA;13;2020-03-21T20:05:00Z
Ivory Coast;14;5;NA;NA;1;13;2020-03-21T20:05:00Z
Kyrgyzstan;14;8;NA;NA;NA;14;2020-03-21T20:05:00Z
Montenegro;14;NA;NA;NA;NA;14;2020-03-21T20:05:00Z
Maldives;13;NA;NA;NA;3;10;2020-03-21T20:05:00Z
Gibraltar;10;NA;NA;NA;2;8;2020-03-21T20:05:00Z
Mongolia;10;4;NA;NA;NA;10;2020-03-21T20:05:00Z
Ethiopia;9;NA;NA;NA;NA;9;2020-03-21T20:05:00Z
Kenya;7;NA;NA;NA;NA;7;2020-03-21T20:05:00Z
Mayotte;7;NA;NA;NA;NA;7;2020-03-21T20:05:00Z
Seychelles;7;NA;NA;NA;NA;7;2020-03-21T20:05:00Z
Barbados;6;NA;NA;NA;NA;6;2020-03-21T20:05:00Z
Equatorial Guinea;6;NA;NA;NA;NA;6;2020-03-21T20:05:00Z
